"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"NM_022767_2864"	"AEN"	-3.49396789526372	-3.84683051726235	-23.4148371636989	1.89445280856924e-12	1.03463455510471e-10	18.8904867981379
"NM_017647_2875"	"FTSJ3"	3.88497336303814	3.57549177904628	23.3722909949846	1.94116388061592e-12	1.05606781120432e-10	18.8651555626588
"NM_006238_2584"	"PPARD"	3.01582013758111	3.57490331153774	23.192460815775	2.15267233431735e-12	1.14471993116237e-10	18.757572175282
"NM_018208_2161"	"ETNK2"	-6.1811224197253	-4.41564569706188	-23.0414711257179	2.34934859339058e-12	1.23079762420406e-10	18.6665922345784
"NM_000815_367"	"GABRD"	-3.95225725486958	-3.28573481432216	-23.0266748387703	2.36963277533089e-12	1.23684338033415e-10	18.6576443973655
"NM_005210_303"	"CRYGB"	3.12436558370342	2.38950407873261	23.0180655954935	2.38152142857794e-12	1.2384786987954e-10	18.6524354246632
"NM_014874_3839"	"MFN2"	3.12789111173322	3.62579014959212	22.9670392218728	2.45330911138566e-12	1.26649844454562e-10	18.6215219764873
"NM_018298_667"	"MCOLN3"	3.53282110479715	3.11661024315203	22.8775892658057	2.58480787947019e-12	1.32953118018567e-10	18.5671634629522
"NM_005490_1145"	"SH2D3A"	-3.61300471850198	-2.85229679432805	-22.8670192033809	2.60083863157306e-12	1.33292979868119e-10	18.5607259731148
"NM_014507_534"	"MCAT"	3.57680283654377	3.4618449288824	22.8356722544404	2.64900942568906e-12	1.34839033277197e-10	18.5416171552786
"NM_139162_2350"	"MIEF2"	-3.82839760707694	-3.5935013788214	-22.7651725480421	2.76087331668908e-12	1.39473403802025e-10	18.4985448659731
"NM_153240_3819"	"NPHP3"	-4.5430719508643	-4.24515339590509	-22.591925393018	3.05784092495426e-12	1.51765473275361e-10	18.3921277998156
"NM_000553_5023"	"WRN"	3.09874725721908	2.74800740351465	22.5356317109859	3.1615592768044e-12	1.54567562735801e-10	18.3573734456512
"NM_175057_958"	"TAAR9"	3.11768062975007	2.68523987198501	22.5105413041242	3.20899547836002e-12	1.55449455621241e-10	18.3418552428013
"NM_016000_1631"	"TRNT1"	4.84361999218248	4.92674834570999	22.5025578052921	3.22424859887168e-12	1.55655277921638e-10	18.336913888292
"NM_181449_351"	"CD300E"	-5.45981501949552	-5.81816365141728	-22.3307013946558	3.57214943473992e-12	1.70702884305392e-10	18.2301170099062
"NM_004621_3727"	"TRPC6"	3.46479567337369	3.22898341115757	22.1007713930739	4.10185233006985e-12	1.91487462735439e-10	18.0859408578943
"NM_006274_454"	"CCL19"	3.8071468696952	3.24428012271797	21.9924348610709	4.38005814119543e-12	2.00504603259577e-10	18.017490121422
"NM_080827_210"	"WFDC6"	-3.60056734560294	-3.54763147130899	-21.93098333869	4.54679151155754e-12	2.06135788240325e-10	17.9785135742863
"NM_144589_753"	"COMTD1"	-4.69580663104404	-4.50554491606057	-21.8875460752042	4.66874218326137e-12	2.09278184658277e-10	17.950897237915
"NM_032034_1574"	"SLC4A11"	-7.87192606264763	-7.32623365770714	-21.8669032973707	4.72792083772382e-12	2.10303271225168e-10	17.9377539592387
"NM_000317_577"	"PTS"	-4.03458545582799	-3.43817778234402	-21.7138371916983	5.19261152559287e-12	2.26695956881207e-10	17.8399101648786
"NM_178831_4166"	"GATS"	-3.08088281550839	-2.25058201259327	-21.6822437183106	5.29448291640902e-12	2.29725340038668e-10	17.8196295350042
"NR_001544_1122"	"TTTY14"	-3.57717975310925	-3.23441008964413	-21.5314171114551	5.8112047540282e-12	2.49052885260363e-10	17.7224043654887
"NM_032133_2913"	"MYCBPAP"	8.73362323768837	8.36552595098723	21.4896649697173	5.96360650381739e-12	2.54081969868967e-10	17.6953709485734
"NM_001394_1888"	"DUSP4"	-5.87865112768929	-4.19085843943972	-21.4109992756169	6.26250281234498e-12	2.64427170986925e-10	17.6442953228237
"NM_178125_689"	"TRIM50"	3.07900081868003	3.01591189971032	21.3967793568933	6.31822438331503e-12	2.65985963994021e-10	17.6350428679998
"NM_017916_1002"	"PIH1D1"	-6.52518991162691	-6.73878256201593	-21.3726647563374	6.41393614033463e-12	2.6921402583096e-10	17.6193383341518
"NM_014276_461"	"RBPJL"	-3.36854435587267	-2.07338945876137	-21.2823550766014	6.78641028140877e-12	2.83167473246392e-10	17.5603683659784
"NM_017739_2339"	"POMGNT1"	-3.40743839164254	-1.9193778082731	-21.2022443457639	7.1362394367676e-12	2.934363570729e-10	17.5078506179439
"NM_003395_542"	"WNT9A"	3.48903201741965	2.95518795812969	21.0553291372135	7.82898446364987e-12	3.1640281496665e-10	17.4110269331494
"NM_021248_3271"	"CDH22"	-5.09987718456144	-5.03805377632117	-21.0401682600981	7.90446814516347e-12	3.18244164052994e-10	17.4009973134768
"NM_020133_1551"	"AGPAT4"	-3.01590343750427	-3.31938375123764	-21.0183156686593	8.0146432489916e-12	3.21153339254918e-10	17.3865282678538
"NM_000820_2287"	"GAS6"	3.05005776805128	2.71795662335809	21.0066232582705	8.07426769401857e-12	3.21719764878571e-10	17.3787803917171
"NM_002518_2831"	"NPAS2"	-3.77532682192753	-2.93122491903743	-20.8646455917484	8.83741790553046e-12	3.41879183666963e-10	17.2843594763758
"NM_018064_824"	"AKIRIN2"	3.31647645499972	3.17131539196401	20.8583669861098	8.87290239617389e-12	3.41879183666963e-10	17.280169350194
"NM_017583_3082"	"TRIM44"	-5.6639559768106	-5.17994164689188	-20.8434979025486	8.95754721662594e-12	3.43372643303994e-10	17.2702412792469
"NM_024741_2003"	"ZNF408"	3.00606279719468	2.94972120564176	20.7145839705358	9.72871313342258e-12	3.6893471118569e-10	17.1838723006737
"NM_018478_1371"	"DBNDD2"	-3.1090249302333	-2.66946042694292	-20.700152791483	9.81936733209316e-12	3.71376874097481e-10	17.1741709070746
"NM_003471_3217"	"KCNAB1"	-5.21351552913029	-4.42947672210125	-20.6654639430303	1.00409979615469e-11	3.77351010778427e-10	17.1508240282486
"NM_138283_427"	"CSTL1"	-6.54514372116822	-6.09285001793193	-20.5545574567359	1.07862745502506e-11	3.95263869205427e-10	17.0759207206253
"NM_012182_520"	"FOXB1"	3.51222765355207	2.97554007877661	20.5107334987098	1.1096904399564e-11	4.01772032710366e-10	17.0462137654004
"NM_016525_2545"	"UBAP1"	-3.86787012035694	-2.77127616741217	-20.500793681749	1.11686832803538e-11	4.03012818879093e-10	17.0394671960534
"NM_014449_1158"	"GPR162"	-3.80741002823116	-3.21371841613842	-20.4933322199195	1.1222891703939e-11	4.03938430412765e-10	17.0344006813208
"NM_021922_974"	"FANCE"	-3.5390519622566	-2.13123980990814	-20.4605051543961	1.14647527549145e-11	4.09517494238044e-10	17.0120887926424
"NM_182537_1310"	"HTR3D"	-4.42463260281741	-2.64768834882028	-20.4179188384041	1.1786866655219e-11	4.19962793043005e-10	16.9830913825443
"NM_000805_58"	"GAST"	3.64465370592141	2.71492374268845	20.3719455957069	1.21455062251959e-11	4.29764190299545e-10	16.9517211762192
"NM_001490_1959"	"GCNT1"	-3.31060816142919	-4.06371654541277	-20.3702741537782	1.21587633930023e-11	4.29764190299545e-10	16.9505793483606
"NM_138569_1666"	"MLIP"	-3.359643455708	-2.1938490009188	-20.2860995811945	1.284685701919e-11	4.49798991426837e-10	16.8929574021968
"NM_006152_1D09"	"LRMP"	4.15176495809174	3.91218124728343	20.2107668962307	1.34980881531602e-11	4.69116601784891e-10	16.8411894220432
"NM_014253_7769"	"TENM1"	6.55161017910947	5.81375346192887	20.0637358735577	1.48731984331335e-11	5.08167613132061e-10	16.7396052735368
"NM_006378_4354"	"SEMA4D"	5.48329922900408	5.28776367321532	20.0498342109551	1.50107680105264e-11	5.11632080744328e-10	16.7299629774096
"NM_002076_2147"	"GNS"	-4.20716816531931	-3.5635638087424	-20.0075335900474	1.54378166380208e-11	5.18688637398586e-10	16.7005827618831
"NM_014595_891"	"NT5C"	3.65255362575505	3.23984432226687	19.9173723319587	1.63920768084073e-11	5.43357609870097e-10	16.6377578062937
"NM_006660_2056"	"CLPX"	-4.42678073796671	-4.2453763286878	-19.817674174229	1.75213017531232e-11	5.71028272141132e-10	16.5679638944982
"NM_017966_1030"	"VPS37C"	-4.82207362436934	-4.83779771366872	-19.8108863578507	1.76011542349617e-11	5.71028272141132e-10	16.5631996408605
"NM_173610_2449"	"EWSAT1"	4.85573504952006	3.82924166195367	19.5963672986678	2.03366731541635e-11	6.40673144244192e-10	16.4118082563754
"NM_002252_2211"	"KCNS3"	-3.74649128990337	-2.21741469365173	-19.5899746122005	2.04248735352375e-11	6.420218581243e-10	16.407272099936
"NM_033104_2775"	"STON2"	-5.81226809800712	-5.24574419400208	-19.4403030638498	2.26114259745718e-11	7.02942022879819e-10	16.3006546219183
"NM_139164_1307"	"STARD4"	-5.43124590527591	-6.04248689491163	-19.3842778372043	2.34932439342766e-11	7.2557191146363e-10	16.2605405130714
"NM_004193_2H01"	"GBF1"	3.18362047951684	2.65297710293071	19.3756264858502	2.36326629535306e-11	7.26704385821067e-10	16.2543361240636
"NM_173162_2379"	"KCNH7"	-3.8079476261425	-3.73884653087071	-19.356060971492	2.39512440254217e-11	7.34903138263751e-10	16.2402946459936
"NM_014907_4660"	"FRMPD1"	-4.12849986813486	-3.45270224131447	-19.3022120181455	2.48520303012014e-11	7.52932812909948e-10	16.2015780473704
"NM_144570_1402"	"HN1L"	-8.07100956629553	-7.04993732515534	-19.2607947650871	2.55695162642968e-11	7.72822238372817e-10	16.171728439628
"NM_174919_961"	"ARHGAP27"	-4.82736604375581	-4.36121630737097	-19.1802845038764	2.70284586154174e-11	8.0487904655806e-10	16.1135261934544
"NM_182614_335"	"TMEM255B"	5.92561065159675	9.06327992772005	19.1710919575498	2.72006224753745e-11	8.08304212004565e-10	16.1068657220303
"NM_013393_1456"	"FTSJ2"	-4.13887524030411	-2.92367064219945	-19.091789541009	2.87355277731995e-11	8.46800084066473e-10	16.0492785459335
"NM_017527_373"	"LY6K"	-7.04035915306418	-5.42523067282313	-18.9619212271151	3.14529224304144e-11	9.11683581512728e-10	15.9544711013951
"NM_031952_880"	"SPATA9"	3.02248215434518	2.85069028640977	18.9178384158715	3.24368203868679e-11	9.32853421862363e-10	15.9221469862068
"NM_001191_1015"	"BCL2L1"	-4.19986034607485	-4.71986549432171	-18.7287952626956	3.70455341331127e-11	1.04384278946789e-09	15.7827015601097
"NM_017957_2844"	"EPN3"	-3.08102887193949	-2.1652611293213	-18.7253125108827	3.71367505011275e-11	1.04433267562316e-09	15.7801198624941
"NM_017707_3618"	"ASAP3"	-3.39643764405236	-3.58219205524161	-18.519013151502	4.29932598211936e-11	1.16057187055493e-09	15.6263650318021
"NM_153379_1772"	"KREMEN1"	-3.86289875598271	-4.57558090883161	-18.5002907614297	4.35716992808984e-11	1.17394606919678e-09	15.6123299632145
"NM_012070_2995"	"ATRN"	-3.01702638911734	-2.95135893553937	-18.4947611131739	4.37441301387223e-11	1.17620815480959e-09	15.6081821071088
"NM_175878_214"	"XKR3"	3.41352400204078	3.3751786495559	18.4922726746554	4.38219651880279e-11	1.17620815480959e-09	15.606315111222
"NM_017433_4137"	"MYO3A"	-3.26509703021471	-2.58494046171961	-18.483646489769	4.4092930314036e-11	1.17900661491879e-09	15.5998412948757
"NM_000148_3272"	"FUT1"	3.4348029397062	3.3457885420401	18.4292240959422	4.58443241883252e-11	1.20944518756198e-09	15.5589312419505
"NM_004637_281"	"RAB7A"	3.96483265495457	3.57207388357846	18.3985550050306	4.6863978546854e-11	1.2275758824912e-09	15.535825838291
"NM_153450_1366"	"MED19"	3.27081268451217	2.62499532360591	18.3813420179944	4.74468693518652e-11	1.24054707390413e-09	15.5228417923519
"NM_000852_688"	"GSTP1"	-4.97766535050855	-5.23035639789627	-18.3175313141612	4.96763483305652e-11	1.29076790464704e-09	15.4746065234053
"NM_032753_1256"	"RAX2"	-3.72248018838718	-3.01457399636539	-18.3159594685533	4.97326622857998e-11	1.29076790464704e-09	15.4734163182259
"NM_006168_679"	"NKX6-1"	-3.16075739274208	-3.45299687959043	-18.2934295099711	5.05473866497866e-11	1.30763822708651e-09	15.456345833608
"NM_174934_4370"	"SCN4B"	-3.24428497565136	-2.48122630578462	-18.2453669105151	5.23335474972333e-11	1.33862211455401e-09	15.4198624907196
"NM_021729_2563"	"VPS11"	-7.4621640218788	-7.28761049734277	-18.1540230737713	5.59170756926315e-11	1.40737906703251e-09	15.3502713479019
"NM_005879_1757"	"TRAIP"	3.44532912560069	2.70013419509094	18.1310603822981	5.68586437745157e-11	1.42853555273628e-09	15.3327244075708
"NM_001955_1230"	"EDN1"	3.67371890998137	4.71704022850279	18.1004349258939	5.81409094841808e-11	1.45044649850747e-09	15.3092889245159
"NM_018602_386"	"DNAJA4"	-6.12818145950933	-5.36105658601184	-17.9701501862803	6.39520627158447e-11	1.57322074280978e-09	15.2091667461077
"NM_032664_2566"	"FUT10"	3.7050327298443	3.89875866076895	17.8668786041293	6.89995852410734e-11	1.68566344254747e-09	15.1293112753931
"NM_025057_1289"	"CCDC176"	-3.83148275409047	-2.67987906009635	-17.7757530258451	7.38082094156428e-11	1.78159918461479e-09	15.0584822589986
"NM_175630_239"	"DNMT3A"	-3.25686384254688	-1.93272009313851	-17.7504428208055	7.52065572122436e-11	1.80917814926392e-09	15.0387482018708
"NM_000640_1272"	"IL13RA2"	3.50654111123953	2.74598783813494	17.5850807391571	8.50697140455235e-11	2.01897836438579e-09	14.9091562463095
"NM_024754_1728"	"PTCD2"	3.03851444708842	2.94236375013255	17.5642023233596	8.64102336321368e-11	2.03712125787762e-09	14.8927120271336
"NM_014329_4479"	"EDC4"	3.30122235465371	2.60654721489646	17.5136045613564	8.97535762922224e-11	2.08809923791692e-09	14.852783368572
"NM_022114_4048"	"PRDM16"	-3.30809088912064	-2.61737351357236	-17.3806993500755	9.92125666900007e-11	2.28188903387002e-09	14.7473803729402
"NM_021057_2"	"IFNA7"	3.65317877113632	2.91987402768599	17.3090098490268	1.04752864278778e-10	2.37456613016557e-09	14.6902089009435
"NM_018339_434"	"RFK"	-3.83449747083457	-3.80999617352286	-17.2789630732326	1.07172560645279e-10	2.42165474493207e-09	14.66618045324
"NM_145214_2596"	"TRIM11"	-4.72875353125789	-4.31148958011552	-17.2755640752543	1.07450027131404e-10	2.42405204748597e-09	14.6634597874186
"NM_006331_684"	"EMG1"	-4.83860065502296	-3.540212220419	-17.2543775579989	1.0919693898881e-10	2.45173127301067e-09	14.6464900318835
"NM_001293_910"	"CLNS1A"	3.06934324569683	2.80274606757525	17.2410659317935	1.10310059996878e-10	2.47279841308374e-09	14.6358177657529
"NM_004529_2329"	"MLLT3"	3.08233431570169	3.00002488532561	17.2290939993103	1.11321527007066e-10	2.48691200558495e-09	14.6262129256743
"NM_014899_1803"	"RHOBTB3"	-5.43811987576401	-5.24858644144421	-17.225098878917	1.11661265160829e-10	2.48691200558495e-09	14.6230063204131
"NM_018119_2314"	"POLR3E"	-3.23625379836688	-1.94160703342417	-17.1867989379113	1.14975091256962e-10	2.54112916535894e-09	14.5922299883551
"NM_004312_1065"	"ARR3"	3.35350412747034	2.61915487323852	17.0756765690167	1.25199373000865e-10	2.73294001712536e-09	14.5025693083335
"NM_013322_1997"	"SNX10"	3.40374754019229	2.68757678574764	16.9227982859441	1.40885183048305e-10	3.00576306820252e-09	14.3783159937782
"NM_021974_217"	"POLR2F"	3.13476259082745	3.03465329918467	16.9200829528532	1.41182104446029e-10	3.00756154727271e-09	14.3760995620966
"NM_016816_1427"	"OAS1"	-5.58126632812846	-4.78049028910678	-16.7120253362135	1.66050653689125e-10	3.46940398291384e-09	14.205269380714
"NM_138336_670"	"MYEOV2"	3.20449224326472	2.60643297259458	16.6913795716149	1.68762568063355e-10	3.51567971319021e-09	14.1882092217991
"NM_033420_2507"	"TMEM259"	3.25147895840563	1.53337762482306	16.6600900864581	1.7296327974169e-10	3.57778422871628e-09	14.1623161950995
"NM_015722_160"	"CALY"	-3.11763801188645	-4.28797576854968	-16.6535668425037	1.73853054343709e-10	3.59000212217776e-09	14.1569122776019
"NM_152439_2633"	"BEST3"	3.2378663012398	2.60610197378042	16.6152164549248	1.79184056877877e-10	3.67327316599648e-09	14.1251023758584
"NM_152695_3549"	"ZNF449"	-3.31339835854722	-2.72600519716078	-16.5892763627996	1.82888901597589e-10	3.74379669044557e-09	14.1035473211867
"NM_052938_1594"	"FCRL1"	3.32690117328443	2.53652104633901	16.5004656185576	1.96206425500046e-10	3.96336078651499e-09	14.0295104515141
"NM_006309_1996"	"LRRFIP2"	-3.43071203498089	-2.81673707471598	-16.4832432733282	1.98907050104769e-10	3.99650599961926e-09	14.0151100444331
"NM_003524_361"	"HIST1H2BH"	-4.18082087174157	-4.27978988247738	-16.4569020200212	2.03114796859549e-10	4.0694883875047e-09	13.993057725848
"NM_005806_2256"	"OLIG2"	-3.32296225420952	-2.00203503772444	-16.2615795513063	2.37449257573965e-10	4.64553215544084e-09	13.8285046845757
"NM_182489_755"	"STRA8"	3.28466355894135	2.61561248052678	16.2116870126621	2.47181264905337e-10	4.7895602631315e-09	13.7861770704177
"NM_014099_491"	"FOXN3-AS2"	4.23398727243908	3.05990809370255	16.1949401906559	2.50542804899438e-10	4.84805468577641e-09	13.771942349666
"NM_001541_755"	"HSPB2"	-5.25782324814528	-4.76830583224057	-16.1701007522065	2.55619095365469e-10	4.92606553670921e-09	13.7508037565928
"NM_080722_3210"	"ADAMTS14"	4.07000638754163	4.40335156334585	16.1478778496391	2.6025393687193e-10	4.99496870699247e-09	13.731866303874
"NM_152411_2656"	"ZNF786"	-3.11093003804258	-3.03363260393113	-16.134275115387	2.63135222136237e-10	5.03660042911647e-09	13.7202626747748
"NM_007256_3535"	"SLCO2B1"	-6.70758750165094	-3.63676438850635	-16.114126483942	2.67465897689747e-10	5.07145458823253e-09	13.7030584724793
"NM_003845_1740"	"DYRK4"	-3.39431753250747	-2.96748591439971	-16.0736160539057	2.76405469055646e-10	5.19822528187842e-09	13.6684076110837
"NM_004375_2074"	"COX11"	3.37814109238327	2.59818157085329	16.0605731895068	2.79351256590851e-10	5.23367354235442e-09	13.6572340878439
"NM_020457_914"	"THAP11"	-3.30469982777177	-4.07564241589549	-16.0348934512487	2.85249715128437e-10	5.32091436841659e-09	13.6352102568121
"NM_004833_1301"	"AIM2"	-3.14096924662535	-2.97792551150888	-16.0148716912515	2.89940946912554e-10	5.3892440132432e-09	13.6180162325362
"NM_002390_2558"	"ADAM11"	-4.93422756787253	-2.37696321619052	-16.0102406280825	2.91037741581957e-10	5.39545066143746e-09	13.6140363952864
"NM_138394_1810"	"HNRNPLL"	-3.99240490261982	-2.88108063067454	-15.9668855618846	3.01523560776908e-10	5.54622986630607e-09	13.5767262160916
"NM_130466_5572"	"UBE3B"	-3.39279002333869	-3.29483702994921	-15.9117099160518	3.15456144023124e-10	5.77995745752213e-09	13.5291078387181
"NM_005085_6456"	"NUP214"	3.23000303326581	2.62663637074716	15.8554032216593	3.3038656640886e-10	5.98529247266194e-09	13.4803557645106
"NM_005898_3388"	"CAPRIN1"	3.3068056712911	3.08422161093822	15.8470654047976	3.32660914751246e-10	5.98750683711823e-09	13.4731230395276
"NM_024938_1721"	"PCNXL2"	3.2806010208948	2.64941979042161	15.8001950611027	3.45761478057403e-10	6.18770237211487e-09	13.43239940143
"NM_020803_3479"	"KLHL8"	-4.34389677551587	-3.84315761138358	-15.7992844765024	3.46021391045802e-10	6.18770237211487e-09	13.4316071303152
"NM_020243_877"	"TOMM22"	-6.19206992175485	-4.62704668124005	-15.7902167267043	3.48621075050044e-10	6.22631957901877e-09	13.4237152669543
"NM_003046_258"	"SLC7A2"	-3.89276797590507	-4.07996993606619	-15.7519704021582	3.59818176066308e-10	6.39400515132906e-09	13.3903825970153
"NM_175060_1795"	"CLEC14A"	3.41395135689918	2.63516489803785	15.6498277636772	3.91649552855521e-10	6.85629074893731e-09	13.3009958205771
"NM_022147_660"	"RTP4"	3.30570673252732	3.49304968807757	15.6161783538131	4.02784807675366e-10	7.02514316222941e-09	13.2714310498069
"NM_004385_1G07"	"VCAN"	3.59698323888113	2.77900729929254	15.6034876123618	4.07071914782371e-10	7.06507022649893e-09	13.2602655999626
"NM_014904_5725"	"RAB11FIP2"	-3.17449793123356	-1.92655571517271	-15.5685810049014	4.1911745899246e-10	7.22977616761993e-09	13.2295112893868
"NM_003280_262"	"TNNC1"	3.56552063717981	2.79376235864342	15.5613680845707	4.21653673598723e-10	7.26100093538524e-09	13.223148481109
"NM_024688_2613"	"CCDC7"	-3.90625256277461	-3.97678922493042	-15.5605163492579	4.21954243116767e-10	7.26100093538524e-09	13.2223969521768
"NM_172004_360"	"CLECL1"	-4.74357347416891	-5.35505024783036	-15.5457556936935	4.27199688047161e-10	7.32453283324496e-09	13.2093668787802
"NM_002555_1380"	"SLC22A18"	3.55646564630086	3.11467729100947	15.4977404376618	4.44750516004222e-10	7.58865627126626e-09	13.16690236266
"NM_004885_970"	"NPFFR2"	-5.2029713184929	-4.86145227046512	-15.4369427497278	4.6808739301442e-10	7.89165217424193e-09	13.1129596069915
"NM_015046_1902"	"SETX"	3.70743914495342	3.1536364461434	15.3881366801718	4.87768352410286e-10	8.17474329957761e-09	13.0695153385011
"NM_005471_2018"	"GNPDA1"	-3.5275231569911	-3.90407538412574	-15.3542008725595	5.0197329986368e-10	8.36326540232244e-09	13.0392332652916
"NM_153238_1466"	"LINC00311"	-3.04742369590549	-2.92160060449871	-15.3329508418463	5.11092888812531e-10	8.48522172799678e-09	13.0202399416716
"NM_000806_488"	"GABRA1"	-3.66972653829598	-4.02713978530183	-15.3190390146825	5.17159064149037e-10	8.53330139559661e-09	13.0077924740878
"NM_173167_2496"	"UNC45B"	-4.36987653208725	-4.2000343324542	-15.3129191982319	5.19851911276367e-10	8.54042425668318e-09	13.0023135554852
"NM_005384_1783"	"NFIL3"	-5.50255204795111	-4.36342354146138	-15.2697587331933	5.39274331712517e-10	8.82874470147402e-09	12.9636161328094
"NM_002904_1064"	"NELFE"	-4.92977620974959	-2.91721230877187	-15.2415318170138	5.52395168356499e-10	8.99151859194784e-09	12.9382539525386
"NM_022469_1779"	"GREM2"	4.23486015732219	0.0670790134080633	15.230174863241	5.57770175647881e-10	9.05816203735852e-09	12.9280375072897
"NM_024790_1232"	"CSPP1"	4.90664114385057	0.281186777669046	15.1595375534171	5.92481953757402e-10	9.54516769464516e-09	12.8643373183109
"NM_018026_2661"	"PACS1"	3.41196249351773	2.6558272278976	15.1077199173129	6.19411000491992e-10	9.87775490638019e-09	12.817436239733
"NM_005011_1823"	"NRF1"	3.40365050471222	2.69114301072852	15.1016933907313	6.22626839245116e-10	9.90670038371448e-09	12.8119720106995
"NM_174917_2117"	"ACSF3"	5.41343035389232	4.31166369824388	15.0730647813943	6.38149112893694e-10	1.01422687661588e-08	12.7859874055404
"NM_152350_540"	"LRRC75A-AS1"	-4.43233939724242	-5.68709727853135	-15.0547664549473	6.48286678876029e-10	1.02572875533573e-08	12.7693554816582
"NM_017635_3377"	"SUV420H1"	-3.75344502731483	-3.29566958067674	-15.041653189177	6.55657454770957e-10	1.03623180980281e-08	12.7574251034742
"NM_025216_1906"	"WNT10A"	3.32994609819135	2.65706551134744	15.0255224121856	6.64847411008515e-10	1.04608082633097e-08	12.7427364250805
"NM_007031_1414"	"HSF2BP"	3.35874818792058	2.67388949316193	14.9505174013536	7.09424700346917e-10	1.10393975648043e-08	12.6742480302333
"NM_004271_687"	"LY86"	-7.80285503779422	-7.21349810209209	-14.849309435872	7.74706845545327e-10	1.18981849405414e-08	12.5813370793227
"NM_016055_818"	"MRPL48"	-5.63237313355251	-7.34971177526776	-14.8448274680798	7.77742462575475e-10	1.19063571240008e-08	12.577209277304
"NM_000188_3531"	"HK1"	-3.44418391589246	-2.84491622844614	-14.8447955063446	7.77764155714157e-10	1.19063571240008e-08	12.5771798371343
"NM_018383_4443"	"WDR33"	3.49059953912111	2.74879099181875	14.8075863129073	8.03462907878936e-10	1.22204116472554e-08	12.5428671858566
"NM_015878_2084"	"AZIN1"	-3.43042107874601	-2.09491523481485	-14.7491218690063	8.45692186210711e-10	1.27666125655822e-08	12.4887958714712
"NM_015127_752"	"CLCC1"	-3.31213840001722	-2.91290453271412	-14.7082729375935	8.76602010904114e-10	1.31629887943086e-08	12.4509012263871
"NM_153217_604"	"TMEM174"	3.13568667681261	2.05509541931086	14.659656446497	9.1497105466514e-10	1.36377930118424e-08	12.4056766342392
"NM_004251_942"	"RAB9A"	3.00280815955974	3.13804610084527	14.645013074995	9.26876606169426e-10	1.3786193053908e-08	12.3920283662182
"NM_022054_2272"	"KCNK13"	3.17122374601885	1.54317190961382	14.4965776012432	1.05734808747539e-09	1.53712114052819e-08	12.2529809788248
"NM_017503_538"	"SURF2"	-4.93471930922271	-5.20082498289721	-14.4785179619582	1.07451433754379e-09	1.55685443404656e-08	12.2359761548228
"NM_017696_1477"	"MCM9"	3.40724074064858	2.65511446246614	14.3975424509934	1.1552289868185e-09	1.64559053560399e-08	12.1594949790651
"NM_003972_5958"	"BTAF1"	3.03153353783688	2.85738572437276	14.3575420952696	1.19746947314766e-09	1.69891732173256e-08	12.12157207013
"NM_001081_9600"	"CUBN"	-5.54316370739724	-5.12855245603576	-14.3241807300728	1.23396157605396e-09	1.74369495437395e-08	12.0898707825917
"NM_024913_2359"	"CPED1"	-4.09288426142048	-3.43472802961725	-14.2741809913218	1.2908957613702e-09	1.81688761637627e-08	12.0422349060765
"NM_032599_1474"	"FAM71F1"	5.62908614137507	3.10021391889467	14.2311446012724	1.34215004376109e-09	1.88015812120795e-08	12.0011133488816
"NM_014265_1846"	"ADAM28"	-3.3402022156738	-1.63653879051284	-14.0933332217164	1.52144023753179e-09	2.09159195701126e-08	11.8686814179287
"NM_000733_1A02"	"CD3E"	-3.96639046799745	-2.92186213294574	-14.0925231525971	1.52256683666584e-09	2.09159195701126e-08	11.8678995575125
"NM_007124_9918"	"UTRN"	3.0140870321988	1.51802463499159	14.0210052760545	1.62563031230899e-09	2.20888960303656e-08	11.7987137015799
"NM_153763_1857"	"KCNC4"	-3.57563574338434	-5.59839757961875	-13.8581619776701	1.88916145923145e-09	2.50428839386786e-08	11.6400012044958
"NM_004865_1131"	"TBPL1"	-3.65398379301151	-2.13827379104405	-13.8572096050452	1.89083068550787e-09	2.50428839386786e-08	11.6390681282584
"NM_144583_2172"	"ATP6V1C2"	-3.28922446971352	-2.21514388414574	-13.814588730182	1.96716921832301e-09	2.59325336376319e-08	11.5972524770054
"NM_024558_1678"	"VCPKMT"	-3.35827521296019	-2.34237216095631	-13.7759334261709	2.03925553524118e-09	2.66787016306894e-08	11.5592284849028
"NM_001274_1873"	"CHEK1"	3.6658066336879	2.16475436031385	13.7080118945956	2.1728423672643e-09	2.81712697387291e-08	11.4921868671369
"NM_024847_2166"	"TMC7"	3.23555928422512	-0.782599714621225	13.5348936156161	2.55744872276955e-09	3.25608570509228e-08	11.3199750592231
"NM_013443_2355"	"ST6GALNAC6"	3.63593223945182	3.60639303168336	13.4725947236602	2.71312973375524e-09	3.41130845190826e-08	11.2575272967919
"NM_005950_262"	"MT1G"	3.57956165878536	2.10427666161335	13.2395394076229	3.39155397185284e-09	4.12498116353039e-08	11.0216452524886
"NM_017836_1123"	"SLC41A3"	-3.15605960131201	-2.21191615064978	-13.2244650833087	3.44127137841835e-09	4.18185426526869e-08	11.0062632810342
"NM_032312_285"	"YIPF4"	3.51512971693671	2.8028138033389	13.1823832251458	3.5842271981717e-09	4.32215632720705e-08	10.9632414330701
"NM_021639_2225"	"GPBP1L1"	3.47910381117845	2.72512375757353	13.1764727642878	3.60480801754082e-09	4.33957526877574e-08	10.9571893552425
