"ID"	"ID0"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"7791"	"BC035264"	"BC035264_2154"	1.7370672770785	0.00643371187744036	13.7423182121183	9.83609849910124e-14	8.84704574883588e-12	21.3851435457802
"18693"	"NM_001658"	"NM_001658_1E11"	1.51975396341754	0.0552656932129539	13.6468753620469	1.16107630698393e-13	1.03208798600493e-11	21.2181808577369
"5957"	"AB062435"	"AB062435_352"	1.72907587024751	-0.0509766088891839	13.6429141180161	1.16911932640835e-13	1.03519375065169e-11	21.2112313653134
"17671"	"NM_006355"	"NM_006355_3181"	-1.61547008672045	-0.136111365082483	-13.6230629251739	1.21030039235717e-13	1.05929214340307e-11	21.1763810355437
"494"	"XM_069617"	"XM_069617_695"	-1.51481258224708	-0.0649135910124887	-13.4715141934572	1.57839732225863e-13	1.36178848572563e-11	20.909001888208
"5687"	"NM_005367"	"NM_005367_450"	1.82283595064192	0.0434229338472148	13.4709890276437	1.57985656631907e-13	1.36178848572563e-11	20.9080712440562
"9134"	"NM_024539"	"NM_024539_1259"	-1.40029231598159	-0.0914606392547896	-13.4609016573527	1.60815742354344e-13	1.38021827133517e-11	20.8901899530321
"5987"	"BC008001"	"BC008001_84"	-1.75653729198403	-0.145168980639408	-13.4475958999796	1.6462896988385e-13	1.40310743021606e-11	20.8665876015018
"19805"	"NM_003255"	"NM_003255_1026"	-1.66031481005496	0.0306269282309117	-13.4444481866292	1.65544623543543e-13	1.40564681095405e-11	20.8610013793459
"5979"	"NM_001776"	"NM_001776_1897"	-1.48519453703536	-0.0104011151389631	-13.4075730367912	1.7667116395609e-13	1.48351623873978e-11	20.7954832452945
"20137"	"NM_178276"	"NM_178276_1034"	-1.57163461741188	-0.0371783221830505	-13.3707826500326	1.88542518310188e-13	1.55276833273851e-11	20.7299756848433
"19892"	"NM_018170"	"NM_018170_4185"	1.81321923932017	0.0203656684977328	13.3519427424146	1.94937326548322e-13	1.57864548147104e-11	20.6963757758016
"6781"	NA	"_EMPTY_"	1.56294362985509	0.037236766549805	13.3290021707876	2.03027211486629e-13	1.638328803046e-11	20.655412812395
"21475"	"NM_006163"	"NM_006163_1604"	1.4203997969928	-0.185230844793178	13.3263631903528	2.0397979134326e-13	1.64019933986121e-11	20.6506971086608
"12784"	"NM_006456"	"NM_006456_1720"	-2.43530031177972	-0.0685309065446887	-13.3038390320662	2.1230022855016e-13	1.68919720310749e-11	20.6104182607481
"18389"	"NM_032144"	"NM_032144_2765"	-1.38734521942295	0.106584997525524	-13.2568255280497	2.30814260524371e-13	1.79974886928964e-11	20.5261758611932
"19361"	"NM_001663"	"NM_001663_1751"	-1.35493187877688	-0.0433497431877795	-13.2565201264396	2.30939826785276e-13	1.79974886928964e-11	20.5256278642772
"11840"	"NM_145062"	"NM_145062_1679"	1.70363574250936	0.00210017310211984	13.2446147855748	2.35890038154386e-13	1.82985454373082e-11	20.5042579278216
"177"	"NM_002888"	"NM_002888_627"	1.51703254958062	-0.038880026469445	13.2204129665886	2.46293362790155e-13	1.8998819537806e-11	20.4607702020251
"12303"	"XM_352250"	"XM_352250_627"	-1.53997243989781	-0.0567271532830546	-13.2064284212839	2.52519344403129e-13	1.94132777068838e-11	20.4356136688053
"21596"	"AF038184"	"AF038184_491"	2.56901993669882	0.0983231388742198	13.1680225877613	2.70466686208148e-13	2.05844144192395e-11	20.3664204046021
"13095"	"NM_031216"	"NM_031216_2948"	-1.33682913488642	0.0127378688381862	-13.1337343866705	2.87600955479804e-13	2.16710176917167e-11	20.3045143151092
"8111"	"NM_014928"	"NM_014928_4888"	-1.33540123810511	-0.0178445750912564	-13.1247721374448	2.92261443308587e-13	2.18773072497704e-11	20.2883128404488
"232"	"BC020945"	"BC020945_1614"	1.98556347063648	-0.0887280122283853	13.1185348272416	2.95550837853586e-13	2.20509995612991e-11	20.2770323534375
"6917"	"AK092502"	"AK092502_1433"	1.57553317256777	0.0913912275154885	13.1072525107674	3.01598183745265e-13	2.24286544748603e-11	20.2566172648629
"1140"	"AL049337"	"AL049337_1769"	-1.34357589562881	-0.0603213374804331	-13.0963807859244	3.07546231411613e-13	2.2796488736165e-11	20.2369323821598
"9103"	"AL832882"	"AL832882_4136"	-1.53990340531988	0.0343446336747189	-13.0697141541417	3.22653712573476e-13	2.38386619588377e-11	20.1885953990388
"22405"	"NM_177550"	"NM_177550_722"	-1.34063671888484	-0.0888154936825276	-13.050659664765	3.33915928416897e-13	2.43850061202493e-11	20.1540102351051
"238"	"NM_145175"	"NM_145175_2093"	1.72681474404003	-0.0236308099508613	12.9982927384837	3.67003568253572e-13	2.6597239487829e-11	20.05876171393
"12757"	NA	"B3'_0C10"	-1.61343552832146	-0.0544741360327892	-12.9920645458985	3.71157797768159e-13	2.6812910622261e-11	20.0474139897714
"11347"	"AF293026"	"AF293026_867"	2.53285220825919	-0.0301398416868002	12.9822497644971	3.77802979575963e-13	2.72065968456665e-11	20.029523111873
"1965"	"NM_178472"	"NM_178472_718"	-1.34773236393221	-0.147449567827437	-12.9468206515102	4.02828997773466e-13	2.86910787787039e-11	19.9648553718753
"4992"	NA	"_EMPTY_"	1.76732198961277	-0.200564256562415	12.9430490012068	4.05592008992152e-13	2.8752809210671e-11	19.9579631658302
"10842"	NA	"ctr2_GAPDH"	-2.6685226322256	0.0781595569961849	-12.9251339560423	4.18985475752482e-13	2.96100418826816e-11	19.9252048770695
"17318"	"NM_012101"	"NM_012101_2691"	3.12849305845311	-0.0531618966788006	12.9094517105005	4.31083879565689e-13	3.0370726821662e-11	19.8965010416801
"20080"	"NM_022495"	"NM_022495_1268"	-1.86345913833268	0.00734704990995862	-12.9061876421517	4.33646986230875e-13	3.04363539107924e-11	19.8905233632315
"8462"	"XM_353199"	"XM_353199_614"	2.17616971579661	0.00564533013396832	12.8869724223995	4.49057634375221e-13	3.13458758522777e-11	19.8553101661912
"11802"	"NM_001318"	"NM_001318_294"	-1.84300444830179	-0.122901177259265	-12.867579445272	4.65184125031384e-13	3.20779695430732e-11	19.8197308774598
"12133"	"NM_021242"	"NM_021242_2227"	-1.77711175016152	-0.0854562273496036	-12.8278578668603	5.00106388580898e-13	3.40739830112043e-11	19.7467289870801
"8977"	"AF054501"	"AF054501_398"	-1.35559706155026	-0.0984270032937517	-12.8200343542781	5.07297420572396e-13	3.44598809031207e-11	19.7323305081404
"8660"	"NM_018052"	"NM_018052_2131"	1.33269977340926	-0.0934188436963954	12.8113498531133	5.15404823219395e-13	3.4906405229704e-11	19.7163396911322
"18425"	"XM_353275"	"XM_353275_774"	1.39790883429534	-0.0783225420416424	12.7878656723667	5.38004353432627e-13	3.62213818541801e-11	19.6730571857786
"21654"	"AK057486"	"AK057486_1465"	-1.47774193854671	-0.0545735193934733	-12.7703444776718	5.55529361351738e-13	3.70722174396485e-11	19.6407257515344
"7465"	"NM_001303"	"NM_001303_680"	2.21836658511249	0.022167548362622	12.754070530039	5.72334189890148e-13	3.78605721661053e-11	19.6106659274904
"9528"	"NM_018559"	"NM_018559_985"	-1.75207262230725	-0.10906340556305	-12.7378017301157	5.89658074751854e-13	3.87810958065121e-11	19.5805867869
"20612"	"AK097419"	"AK097419_1671"	-1.59355864101534	0.0900775921429192	-12.6968751603322	6.35670969893993e-13	4.1447932925237e-11	19.5047905737412
"6727"	"NM_017610"	"NM_017610_4819"	1.34208931486459	-0.0100744314387092	12.6839308071382	6.50982314469225e-13	4.22044260628538e-11	19.4807794576897
"1733"	"NM_000947"	"NM_000947_1463"	1.79531435873096	-0.0326443049453646	12.6444685870026	7.00050160999994e-13	4.48742013062419e-11	19.4074657525176
"20644"	"NM_006593"	"NM_006593_527"	-1.41102153796223	-0.0281289556779801	-12.6295950743343	7.19519750760024e-13	4.57357303025003e-11	19.3797890904622
"9525"	"AF052160"	"AF052160_361"	-1.6547363711556	-0.0777655206318949	-12.6178673359879	7.35264629682907e-13	4.65932197676824e-11	19.3579489412585
"19806"	"NM_014188"	"NM_014188_896"	-1.59770995847501	-0.000221929722170985	-12.6165135201146	7.37104900525825e-13	4.65932197676824e-11	19.3554268039087
"18328"	"NM_152313"	"NM_152313_1597"	1.68828914490953	-0.0913835328586662	12.6129189049464	7.42014215094526e-13	4.67736162844627e-11	19.3487291142712
"6304"	"XM_098842"	"XM_098842_2074"	-2.90045316120701	-0.0590003260602103	-12.5690446897761	8.04725287821655e-13	5.04471863627261e-11	19.2668654336644
"19845"	"NM_032921"	"NM_032921_1430"	1.38103928239753	-0.0055462673445857	12.5392483331206	8.50408449933762e-13	5.29115077852484e-11	19.2111480298122
"2460"	"AK096649"	"AK096649_2344"	-1.59778256730239	-0.0444318290573244	-12.538866290412	8.51011243162282e-13	5.29115077852484e-11	19.2104329949631
"5679"	"NM_015722"	"NM_015722_160"	1.73154884528239	0.00271832207900683	12.5224979299953	8.772555893851e-13	5.40998053985022e-11	19.1797826258339
"9738"	"BC039519"	"BC039519_1111"	1.41771612908062	0.0105586383859401	12.4838725664603	9.4254564172653e-13	5.74311742278609e-11	19.1073373588317
"11872"	"XM_066484"	"XM_066484_1956"	2.56967225693332	0.104978123970099	12.4351372911137	1.032137085025e-12	6.08526335449889e-11	19.015693271158
"12848"	NA	"A6_0C04"	-2.23757825711221	-0.037914612670582	-12.3833382165744	1.13703165807518e-12	6.66863206473163e-11	18.9179972076791
"18862"	"AL080151"	"AL080151_2553"	1.37251991146433	0.0385543033940833	12.3636872418167	1.1796472391704e-12	6.84797259555141e-11	18.8808557183173
"12309"	"NM_052996"	"NM_052996_2284"	1.47267617413952	0.0828421849777251	12.3457443926853	1.21999634044582e-12	7.02841436030005e-11	18.8469048344943
"7687"	"AK074467"	"AK074467_498"	1.67972893411838	-0.0548170292172574	12.3437084244215	1.22466374044991e-12	7.03748688830254e-11	18.8430501557928
"14963"	"NM_020314"	"NM_020314_2866"	-1.69518681500566	-0.0915356291394093	-12.317444099431	1.28655106744968e-12	7.37449775589041e-11	18.7932823670809
"3981"	"NM_002215"	"NM_002215_2856"	2.96274703267826	-0.0848710169625415	12.2855544236607	1.36604942095146e-12	7.75207496837195e-11	18.7327507526533
"20705"	NA	"A6_0C06"	-1.71389185103403	0.098872334944135	-12.2745843787006	1.39455296849068e-12	7.85506122548858e-11	18.7119013561342
"22371"	"NM_022781"	"NM_022781_3686"	-1.46048316069635	0.0164786737894566	-12.2626814781403	1.42617457587845e-12	7.97396281294596e-11	18.6892636151007
"11655"	"NM_000917"	"NM_000917_2377"	2.15726362614642	-0.0280186189780779	12.2544894647984	1.44836625244083e-12	8.07260371057632e-11	18.6736741821885
"5015"	"NM_139164"	"NM_139164_1307"	1.31126041128069	-0.0566196020707596	12.2527476124421	1.45313052897494e-12	8.07260371057632e-11	18.6703584515217
"9655"	"AK024927"	"AK024927_1160"	-2.20304755337496	-0.144399279817851	-12.2163092599593	1.5565864172024e-12	8.55596147581108e-11	18.6009168481587
"12487"	"NM_005468"	"NM_005468_1979"	1.80792483368705	0.0501972206912165	12.1828772270293	1.65818445132506e-12	9.00564328743509e-11	18.5370719280192
"9495"	"NM_019602"	"NM_019602_1249"	-1.51519064022006	-0.0348715551471194	-12.1601621411867	1.7310924814359e-12	9.31626689433058e-11	18.4936205505161
"6373"	"NM_080873"	"NM_080873_260"	1.32865146294566	0.0255976757420252	12.114458867549	1.88796615331807e-12	1.00379807908659e-10	18.4060170881804
"10332"	"NM_030808"	"NM_030808_2234"	1.74342267517211	-0.0852170438572293	12.0829775476936	2.00448458938368e-12	1.05101500728145e-10	18.3455351960781
"2466"	"NM_014383"	"NM_014383_1901"	-1.32943932670885	-0.00898947399459342	-12.0721383216606	2.04629665778774e-12	1.06472263077169e-10	18.3246846038023
"13304"	"NM_000766"	"NM_000766_656"	-1.8441263594731	-0.138501566942474	-12.032038483735	2.20895514018444e-12	1.13726206267052e-10	18.2474303527268
"19798"	"NM_014161"	"NM_014161_471"	2.10157058027736	0.0385404072309343	12.0147423639509	2.28317217144761e-12	1.16524291551539e-10	18.2140514725311
"14129"	"XM_043492"	"XM_043492_6574"	-2.1427558153408	-0.0652673396320764	-11.9909526111659	2.38947315591639e-12	1.21643962273005e-10	18.1680845561358
"10267"	"AJ253039"	"AJ253039_38"	2.32496628218934	0.0107420707816196	11.9753142028431	2.46211721892356e-12	1.24506532075166e-10	18.1378322163263
"12035"	"NM_152350"	"NM_152350_540"	1.938964296115	-0.0249053479402804	11.9721594621819	2.47704544736727e-12	1.24983694457405e-10	18.1317259789749
"14755"	"NM_004856"	"NM_004856_2505"	1.6840099647236	0.0171018045619967	11.9423444527258	2.62282058652879e-12	1.30478139023738e-10	18.0739599519235
"4630"	"NM_006768"	"NM_006768_1541"	1.52681547345662	0.0621734775200976	11.9416982641571	2.62607609741924e-12	1.30478139023738e-10	18.0727068344997
"16560"	"NM_005228"	"NM_005228_3747"	1.34735462084958	0.0223889842747956	11.9355047644542	2.65749104737728e-12	1.31751342645136e-10	18.0606936726136
"14886"	"NM_014265"	"NM_014265_1846"	-1.51600237269818	-0.000387512607254932	-11.9220661310827	2.72699360701294e-12	1.343191916043e-10	18.0346122685286
"3898"	"BC038777"	"BC038777_358"	1.71663205583173	0.01349634208017	11.89709538646	2.86115453936751e-12	1.4001813483408e-10	17.9860939568464
"14781"	"NM_000412"	"NM_000412_1380"	-1.52719694540296	-0.121368514654478	-11.876516681142	2.97682123688162e-12	1.45054698215157e-10	17.9460549498605
"16953"	"AY040873"	"AY040873_491"	-1.74272216329017	-0.0366461916079677	-11.8509537816197	3.12724226798e-12	1.51411755425857e-10	17.8962497925221
"18388"	"NM_001031"	"NM_001031_329"	-1.50322437132824	-0.0272974976592663	-11.8180520927736	3.33244803645495e-12	1.59985627674196e-10	17.8320340415601
"13414"	"NM_001977"	"NM_001977_2736"	1.48573481364311	-0.134688740592581	11.8097329373132	3.38649828724768e-12	1.62238221104438e-10	17.8157771341238
"7752"	"NM_144975"	"NM_144975_415"	1.62311826596544	-0.0362343155278812	11.7838430223554	3.56055860782604e-12	1.69861785492011e-10	17.765132459264
"6937"	"BC009871"	"BC009871_164"	2.96994834755008	0.0305699079345168	11.7673912858016	3.67592983068438e-12	1.74269706723029e-10	17.7329095254459
"22379"	"NM_015883"	"NM_015883_1596"	-1.53607233434937	-0.0909311492041897	-11.7605223569501	3.72523270467884e-12	1.75689811998615e-10	17.7194464144387
"3504"	NA	"ctr1_ACTB"	1.74651524650081	0.144252989153377	11.7462142258007	3.83013091315522e-12	1.79708163009815e-10	17.6913846741466
"3932"	"BC022827"	"BC022827_137"	-1.68763143893185	-0.119704146646578	-11.7113252779741	4.0988633947335e-12	1.88813229576023e-10	17.6228580642086
"9646"	"NM_006419"	"NM_006419_1042"	-1.34750651441512	-0.127927222759579	-11.7013581960317	4.17914738602073e-12	1.91732329109106e-10	17.6032550597174
"10849"	"AL834364"	"AL834364_2414"	1.69546152200921	0.117137513949274	11.7003314108178	4.18750956087298e-12	1.91732329109106e-10	17.6012349395786
"10270"	"NM_007256"	"NM_007256_3535"	-2.67298351302855	-0.00454786938868538	-11.6934025421013	4.24439090283498e-12	1.93946504788982e-10	17.5875996801005
"15337"	"XM_091727"	"XM_091727_411"	1.5767463942854	0.0349672483376708	11.6497568956659	4.62146729347551e-12	2.08662916131605e-10	17.5015795559087
"14869"	"NM_032661"	"NM_032661_124"	-1.93652975852589	-0.0793757768240399	-11.6240483919393	4.85956214791075e-12	2.18545842367306e-10	17.4508059110714
"2877"	"NM_002981"	"NM_002981_358"	-1.7477909871232	-0.103671445575441	-11.6225668403259	4.87366240864806e-12	2.18747656353442e-10	17.4478774990351
"12647"	"AK056481"	"AK056481_3679"	1.37704144776041	0.00554626466440714	11.6059477835079	5.03474762838506e-12	2.24648464767707e-10	17.41501069954
"13457"	"AK057085"	"AK057085_1369"	-1.32512876743193	-0.0730721442204584	-11.5707518673885	5.39425201817784e-12	2.39281869250789e-10	17.3452970203661
"5692"	"NM_078626"	"NM_078626_1191"	-1.30810925187533	-0.102180279835366	-11.5059654784353	6.12673735168302e-12	2.68115452259421e-10	17.2165871306387
"6726"	"XM_036408"	"XM_036408_2950"	-1.32754654304014	-0.0515116699700967	-11.4936199890719	6.27755446687591e-12	2.74188156330573e-10	17.1920037770289
"10577"	"NM_182537"	"NM_182537_1310"	-1.45758220660045	-0.0912087658704117	-11.454266867575	6.78433090740775e-12	2.93506148534165e-10	17.1135189172698
"20754"	"NM_138715"	"NM_138715_2486"	-1.57381802300709	0.0441356677631635	-11.4239148360553	7.2038534116523e-12	3.09888257534139e-10	17.0528588215894
"9577"	"NM_153697"	"NM_153697_2475"	1.5422569050377	0.0370961491133185	11.3998336212122	7.55565472836869e-12	3.23797512238716e-10	17.0046525604738
"651"	"D31736"	"D31736_588"	-1.46267703676153	-0.0179383016467676	-11.3830133053302	7.81183593873683e-12	3.34146877108826e-10	16.9709399339842
"16857"	"NM_018233"	"NM_018233_1896"	-1.74278024154128	-0.0362325932641015	-11.3685870872961	8.03867329179275e-12	3.41878178923549e-10	16.9419986048632
"11646"	"NM_152372"	"NM_152372_2498"	1.74158192954073	0.0723187521945353	11.3590174725826	8.19287731298071e-12	3.47182711609291e-10	16.9227865672531
"10423"	"NM_001365"	"NM_001365_3076"	1.60274777493081	-0.228602279384983	11.3282044375735	8.71041152302576e-12	3.6340629337919e-10	16.8608509708404
"9140"	"AB023170"	"AB023170_3947"	1.31639698596816	-0.0570083977951452	11.3276831225274	8.71945140556502e-12	3.6340629337919e-10	16.8598021172859
"9403"	"NM_139176"	"NM_139176_2098"	1.88347910595999	-0.0557736322084358	11.2776660928302	9.63329759289609e-12	4.00027956248072e-10	16.7590179942427
"4880"	"N48000"	"N48000_43"	-1.5313668450279	-0.101594202672277	-11.2439618591115	1.03042214462998e-11	4.2401964418083e-10	16.6909330277536
"21033"	"NM_152614"	"NM_152614_245"	1.40132123860317	-0.0450380361912113	11.2369054940984	1.04506738006697e-11	4.28496455870342e-10	16.6766611938188
"18214"	"NM_004565"	"NM_004565_1462"	-1.86787284709283	-0.0772750783660065	-11.2330003463925	1.05326431236411e-11	4.30306691062076e-10	16.6687602440788
"2582"	"NM_020361"	"NM_020361_682"	-1.62461741135663	-0.195527553510463	-11.1750586579597	1.18296805996638e-11	4.7561168149461e-10	16.5513135956578
"22518"	"NM_000734"	"NM_000734_793"	2.33019951415041	-0.0700000742085649	11.1488514024797	1.24692923616436e-11	4.97809152599232e-10	16.498057469228
"5256"	"NM_014554"	"NM_014554_275"	-1.30693731864976	-0.00432296830676193	-11.1161503386662	1.3317622768889e-11	5.27971818342924e-10	16.4314873685649
"21648"	"NM_017658"	"NM_017658_128"	-1.34693924587495	-0.063735492018393	-11.1128619975362	1.34061534507315e-11	5.30557265956255e-10	16.4247859901755
"14408"	"BC040313"	"BC040313_1126"	1.3618268697923	0.0151954938819875	11.0761928000239	1.44354232416111e-11	5.64420088120452e-10	16.3499672066375
"10310"	"NM_002794"	"NM_002794_527"	1.98455278804694	-0.0359925395095536	11.0374595469749	1.5611284001231e-11	6.03141559816661e-10	16.2707575564086
"6632"	"NM_003639"	"NM_003639_1758"	1.75179265887032	-0.0333226916551505	11.0093425819936	1.6526274567798e-11	6.29936187713253e-10	16.213142532026
"19202"	"BC027989"	"BC027989_1464"	1.55769248435509	0.0978456089411735	10.9997161130608	1.68520768229765e-11	6.40210117168036e-10	16.1933943407679
"13225"	"AK022258"	"AK022258_1735"	-2.29382849254264	-0.162409778599203	-10.9878584091175	1.72624989705427e-11	6.53987418730385e-10	16.1690531638145
"18245"	"NM_003602"	"NM_003602_1199"	1.44727898891846	-0.146771153564922	10.953521790015	1.85099785228707e-11	6.95071074697105e-10	16.0984698513245
"16090"	"NM_017444"	"NM_017444_384"	-1.43454108560598	-0.0594878836153455	-10.9408640731278	1.89929276975044e-11	7.12031404751911e-10	16.0724134915237
"7041"	"NM_005435"	"NM_005435_2178"	-1.6038501068057	-0.118212754121095	-10.9367341268502	1.91532941978312e-11	7.15685324738666e-10	16.0639075563003
"18452"	"NM_033445"	"NM_033445_798"	2.47909940733143	-0.111681900825175	10.8943206329427	2.08831341329912e-11	7.6895890021092e-10	15.976431362652
"559"	"AF144054"	"AF144054_373"	-2.10578851389835	-0.0152727688310256	-10.8324715478613	2.36987084234956e-11	8.60108148142051e-10	15.8484692793543
"4933"	"XM_353155"	"XM_353155_492"	-1.63118265380229	-0.132161867966151	-10.8262442947099	2.40030435398313e-11	8.68383559288397e-10	15.8355590606528
"11354"	"NM_003676"	"NM_003676_939"	-3.06140256304659	-0.103888405306166	-10.820308179419	2.42968942246843e-11	8.77619245995105e-10	15.8232479199799
"17388"	"NM_024569"	"NM_024569_571"	2.12095792959419	0.0754069498139994	10.7490998781511	2.81246127572857e-11	9.95340105606212e-10	15.6752230827664
"126"	"U86790"	"U86790_197"	1.32378185203314	-0.246490961116889	10.7333188979373	2.90538313157162e-11	1.0234504418273e-09	15.6423323307244
"908"	"NM_018098"	"NM_018098_3812"	1.9500457951056	-0.200834313676008	10.7252671713447	2.95400448756401e-11	1.03714323807265e-09	15.6255388744297
"20699"	"BC027852"	"BC027852_517"	-1.3410384030137	0.0257222484227548	-10.7246234869589	2.95792741039351e-11	1.03714323807265e-09	15.6241959932198
"12219"	"XM_048362"	"XM_048362_3602"	-1.33211067515682	-0.0353446679982593	-10.7198369156724	2.98726769191711e-11	1.04581943995793e-09	15.6142084178213
"17929"	"NM_006907"	"NM_006907_1736"	2.10358300158825	-0.0737646365342013	10.7092917848046	3.05296729083602e-11	1.06130848505017e-09	15.592194986803
"6739"	"XM_290809"	"XM_290809_1971"	-1.64665680970539	-0.057337531225552	-10.6780834826158	3.25625248162151e-11	1.11427490935006e-09	15.5269644142296
"21691"	"XM_043653"	"XM_043653_715"	-1.78890273924611	-0.156931629183031	-10.6442434081814	3.49247514374152e-11	1.19152570271337e-09	15.4560945340638
"15448"	"NM_014003"	"NM_014003_3469"	-1.37048171778574	-0.0351890664252181	-10.6112616011899	3.73969189590781e-11	1.26350652580708e-09	15.386883206294
"2928"	"NM_176889"	"NM_176889_881"	-1.43123544112216	-0.0184563227746032	-10.5780309915744	4.00701593276228e-11	1.34093609655792e-09	15.3170108671795
"14112"	"XM_116497"	"XM_116497_137"	1.61208284050957	0.0121200373739262	10.5757274503778	4.02626011237968e-11	1.34539757881516e-09	15.3121621524594
"12764"	"NM_022578"	"NM_022578_132"	-1.41423415035973	-0.166308070954352	-10.5588426405108	4.17025224423283e-11	1.38335656078371e-09	15.2766008846029
"11313"	"NM_000561"	"NM_000561_908"	-1.30974856501489	-0.0569940833247547	-10.522230132174	4.50096001728088e-11	1.47379080817082e-09	15.1993668667078
"9990"	"NM_025237"	"NM_025237_1694"	2.07925822830086	-0.136434674997035	10.5189517129585	4.53185902605859e-11	1.48170954018663e-09	15.1924427567273
"9168"	"NM_014956"	"NM_014956_5748"	2.31874714611879	-0.0220489942236754	10.4810854400815	4.90497142294536e-11	1.58773157468769e-09	15.1123692611297
"17746"	"NM_003236"	"NM_003236_1B11"	-2.25441556295755	-0.0176674940352814	-10.4792252080628	4.92409534054698e-11	1.59165786320294e-09	15.1084308472232
"7723"	"NM_173502"	"NM_173502_2553"	1.77862705299905	-0.111057745401675	10.4710293199427	5.00926973724407e-11	1.61689279632236e-09	15.0910735780107
"21566"	"NM_017700"	"NM_017700_547"	-1.31048056356741	-0.0632411559834546	-10.4653135557434	5.06956533337244e-11	1.62977838403984e-09	15.078963663391
"9167"	"NM_016055"	"NM_016055_818"	2.33989457950272	-0.0575562522945291	10.3893824233218	5.94522393980391e-11	1.8753380922195e-09	14.917694483789
"7402"	"BC030210"	"BC030210_374"	-1.4103188297899	-0.0602795088117989	-10.3686459306656	6.21040501658656e-11	1.94593186105116e-09	14.8735246059622
"16432"	"NM_002670"	"NM_002670_3220"	-1.64026466313056	-0.0812820294875362	-10.3638482545309	6.27347223908286e-11	1.95828716423278e-09	14.8632974604426
"7193"	"AK090684"	"AK090684_1716"	1.60909532523964	-0.0535232982691706	10.3160095674164	6.93953725896211e-11	2.13400148466138e-09	14.7611592073603
"4524"	"XM_351310"	"XM_351310_250"	-1.43775081289271	-0.11401208260924	-10.3039269504366	7.11899056677665e-11	2.17449327969892e-09	14.7353157720886
"3081"	"NM_080593"	"NM_080593_531"	1.42573912081688	-0.0153597273549753	10.2211536031664	8.48381243245587e-11	2.54357886314843e-09	14.5577682887079
"19894"	"NM_144499"	"NM_144499_1950"	-1.38318632895867	-0.0159099974993103	-10.1804165240192	9.2516004848871e-11	2.73414831992326e-09	14.470064212967
"7793"	"U79304"	"U79304_198"	1.49374978837066	-0.107732231590296	10.1492715839235	9.88654163133743e-11	2.89174988898091e-09	14.4028669703286
"10461"	"NM_005264"	"NM_005264_2478"	2.10133924434388	-0.0221873859789684	10.1436516196429	1.00058009622663e-10	2.91539061072127e-09	14.3907281910076
"5962"	"NM_014046"	"NM_014046_358"	1.3031663470176	-0.0765037609111358	10.0709427170688	1.16890798954329e-10	3.32470074304234e-09	14.2333131399114
"18735"	"NM_138358"	"NM_138358_1064"	-1.98855469683926	-0.0403744961317172	-10.0596753454352	1.19748734680209e-10	3.39775836207336e-09	14.2088579766295
"8276"	"NM_000369"	"NM_000369_502"	-1.33572862077147	-0.0616154035623827	-10.0556332068284	1.20791427545533e-10	3.41457108723744e-09	14.2000807424956
"15261"	"NM_017779"	"NM_017779_627"	-1.31603410104499	-0.160754155095165	-10.0540676673684	1.21197769762868e-10	3.4175668509589e-09	14.1966807088474
"15178"	"NM_004256"	"NM_004256_1655"	1.36185524820364	-0.0719814961699021	10.0075987499895	1.33920895619054e-10	3.71646817159415e-09	14.0956148305952
"20558"	"XM_295865"	"XM_295865_4005"	-1.77812322136747	0.011042254326673	-9.99941307354768	1.36300552996876e-10	3.76827353987733e-09	14.0777826414209
"5380"	"NM_000986"	"NM_000986_242"	-1.30088572792476	0.0551794262469941	-9.98635891588361	1.40185794015185e-10	3.85485096342288e-09	14.0493266281094
"17212"	"NM_153379"	"NM_153379_1772"	1.33575623978117	0.08748384838672	9.96956200424963	1.45352983743782e-10	3.9755438678768e-09	14.0126793951666
"17182"	"NM_000376"	"NM_000376_3269"	2.18300811452306	-0.0177038214337097	9.9655626156721	1.46611896939094e-10	4.00036010401202e-09	14.0039481825282
"4434"	"U61739"	"U61739_53"	-1.34112953203412	-0.0859249261955292	-9.95251877837233	1.50796194393778e-10	4.09000977309274e-09	13.9754572322012
"8594"	"NM_152330"	"NM_152330_3961"	-2.11319842302675	-0.0587037381436087	-9.90749458163767	1.66206264536293e-10	4.42361374945952e-09	13.8769430196216
"6725"	"AF003522"	"AF003522_2533"	1.60015417311643	-0.146095649983433	9.90151304941467	1.68371957536278e-10	4.47601900198078e-09	13.8638353709023
"9852"	"AK093856"	"AK093856_1134"	1.60505422604403	0.0371233738168185	9.89249035737477	1.71693734619695e-10	4.54838489523372e-09	13.8440546362425
"6649"	"NM_018147"	"NM_018147_148"	-1.40202856572043	-0.0691791725338436	-9.86787696516168	1.81101980190171e-10	4.74241272866229e-09	13.7900398814607
"10520"	"BC000825"	"BC000825_514"	3.1750282470528	-0.0557334805881431	9.86161953973116	1.83577194143334e-10	4.79069108936434e-09	13.7762951788537
"1921"	"NM_005769"	"NM_005769_1455"	1.58226815334385	-0.034254418014717	9.85690300394317	1.85465837051172e-10	4.82890227452686e-09	13.7659317251827
"12955"	"XM_353427"	"XM_353427_492"	1.92126841413407	0.053403064495579	9.83171513718409	1.95895165751297e-10	5.05843055709481e-09	13.7105382182994
"17322"	"NM_005565"	"NM_005565_1880"	-1.33615465207353	-0.0483568665962957	-9.83132877318443	1.96059753531272e-10	5.05843055709481e-09	13.7096878752611
