"ID"	"ID0"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"11703"	"NM_006918"	"NM_006918_1533"	-1.85018908834132	-0.0529370240862585	-18.998756305978	3.39380019134969e-17	1.12541522075966e-14	29.3485224980965
"10441"	"NM_006254"	"NM_006254_1048"	2.11471021345327	-0.0623302089393683	18.9946384276086	3.41244727686836e-17	1.12541522075966e-14	29.3431012603927
"18345"	"NM_006425"	"NM_006425_1846"	-1.35551378707852	0.0141802109176724	-18.9083770851494	3.82840943649166e-17	1.24456121624006e-14	29.2292823523867
"1755"	"BC007671"	"BC007671_2873"	1.30097482965668	-0.0605121374119179	18.8627032403726	4.06955676461792e-17	1.3043216019105e-14	29.1688196265483
"4311"	"NM_030775"	"NM_030775_2134"	2.1596510322182	-0.114820183513	18.7631831007587	4.6509748619245e-17	1.45825701911682e-14	29.0365987128567
"19120"	"AK055670"	"AK055670_1587"	4.48123540883641	-0.0341890703996038	18.7512150150953	4.72646494118225e-17	1.45825701911682e-14	29.0206538858763
"13437"	"AK024382"	"AK024382_2756"	2.18852157233051	-0.0465771188677005	18.7487624093347	4.74209085140817e-17	1.45825701911682e-14	29.0173851556641
"19886"	"XM_294997"	"XM_294997_883"	-3.67614691765805	-0.136552314098623	-18.6451248661884	5.45367372884945e-17	1.63294472860129e-14	28.8788948015172
"20318"	"BC007399"	"BC007399_118"	1.58722484903857	0.0137542543415506	18.6191224710346	5.64896724086238e-17	1.66945322770214e-14	28.8440351407505
"3156"	"NM_177456"	"NM_177456_696"	2.80401398110018	-0.0907047757447676	18.5511783636133	6.19415634316987e-17	1.8071054069894e-14	28.7527323622089
"4915"	"XM_208220"	"XM_208220_5286"	1.44360418534878	-0.0947723395032904	18.4800934914877	6.82307156999709e-17	1.96539008413739e-14	28.6568751881729
"17153"	"XM_167147"	"XM_167147_657"	-2.3596388339134	-0.0774208909326621	-18.4488283345318	7.12025702417697e-17	2.02535711052714e-14	28.6146058730737
"4429"	"NM_018122"	"NM_018122_2064"	2.35255468066063	0.0941771385181388	18.2525960117208	9.3180641114419e-17	2.58587642585332e-14	28.3477800837587
"6501"	"BC033959"	"BC033959_396"	-3.15004731480992	-0.0772825531172947	-18.1684877365458	1.04647815736652e-16	2.86911529506417e-14	28.232601017005
"15750"	"NM_003896"	"NM_003896_2099"	-1.6828860352378	-0.0168661453872159	-18.0623357004755	1.21235602214272e-16	3.24569101645645e-14	28.0865310146309
"1539"	"BC008503"	"BC008503_709"	-1.85266906318097	-0.0925408781839814	-18.0238415031151	1.27903233022929e-16	3.37453345946221e-14	28.0333660024487
"12909"	"AK057725"	"AK057725_1916"	1.30754783188116	-0.0356656510420152	18.017630503187	1.29014067047465e-16	3.37453345946221e-14	28.0247781048564
"14666"	"NM_000742"	"NM_000742_286"	-1.54248526669285	-0.0152728916660369	-17.9199452007313	1.47859381329916e-16	3.82350918357223e-14	27.8893507317638
"3929"	"NM_178498"	"NM_178498_1657"	-1.52180504958086	-0.101387923083269	-17.896614071505	1.52767727338753e-16	3.90604764418052e-14	27.8569051588976
"15803"	"U44486"	"U44486_53"	-1.71009577765443	-0.0720205157533464	-17.8338401631337	1.66828139239606e-16	4.17180344674337e-14	27.7694155956269
"11047"	"NM_031210"	"NM_031210_298"	2.24524707144636	-0.0492162124991186	17.7873648807185	1.78095367945569e-16	4.40515020974933e-14	27.7044602105676
"974"	"NM_178463"	"NM_178463_790"	-1.5514173836347	0.102916736490651	-17.6718416480131	2.09641898810113e-16	5.12968930034724e-14	27.5423276081515
"17207"	"NM_005385"	"NM_005385_7023"	1.62120101421163	-0.0118002620829458	17.5300378637759	2.56420775806524e-16	6.20756507899283e-14	27.3419870935127
"2441"	"NM_015099"	"NM_015099_4425"	2.22042679716106	-0.0290205609351723	17.4860758809338	2.73019433145346e-16	6.52901235896995e-14	27.2795787838308
"5390"	"X84340"	"X84340_260"	-2.14958109027385	-0.0833159214886724	-17.4799035053827	2.75437329258708e-16	6.52901235896995e-14	27.2708051159582
"1920"	"NM_144642"	"NM_144642_2235"	2.30329461723535	-0.112936220302942	17.4493542459688	2.87734436782497e-16	6.75019056022939e-14	27.2273397973114
"4941"	"NM_004585"	"NM_004585_684"	2.57846386872623	-0.0625313839220599	17.4204422524051	2.99895564760553e-16	6.9513204075601e-14	27.1861404941434
"10261"	"NM_004412"	"NM_004412_307"	1.80155502232217	0.001868974645746	17.401844671043	3.07997908997516e-16	6.9513204075601e-14	27.1596064316809
"6775"	"NM_182607"	"NM_182607_1522"	-1.87594766629302	0.00106329154234708	-17.4008699359137	3.08428758850557e-16	6.9513204075601e-14	27.1582150233996
"6735"	"AK093521"	"AK093521_540"	-1.80332435552602	-0.0454326949983727	-17.2479699532407	3.84363508605483e-16	8.33007238269179e-14	26.9390785499693
"21089"	"NM_025128"	"NM_025128_2228"	-1.54619281307784	-0.0332228292521967	-17.2180526162708	4.0135486233281e-16	8.53573013761254e-14	26.8959963474537
"11467"	"BC003629"	"BC003629_1267"	-1.58005477649683	-0.0605549945470084	-17.0631342972441	5.02629748056301e-16	1.0493433529146e-13	26.6718262824649
"17"	"NM_014123"	"NM_014123_340"	-1.95938634887749	-0.167767220536657	-16.9698580273742	5.76028011690265e-16	1.19164485763852e-13	26.5359726590172
"9245"	"AJ241404"	"AJ241404_68"	1.83150564419313	-0.0346106797214564	16.8644875263525	6.72421700371205e-16	1.36621680478992e-13	26.3816999811804
"19359"	"NM_006023"	"NM_006023_1124"	2.10602795942449	0.0261185094618087	16.8199583231291	7.18033246253984e-16	1.44475467178652e-13	26.316246705371
"611"	"NM_002248"	"NM_002248_2340"	-1.78143091335562	-0.109418356519379	-16.814561893063	7.23774092914673e-16	1.44475467178652e-13	26.3083040512851
"8730"	"XM_166845"	"XM_166845_649"	-1.90250925090207	-0.0465072110470005	-16.7327431680012	8.16869365481491e-16	1.60247235180145e-13	26.1876021924465
"12002"	"NM_152327"	"NM_152327_2081"	2.10375390392185	0.0256010304475047	16.61616572183	9.71395665094265e-16	1.87331184363433e-13	26.0147162475452
"18870"	"NM_012116"	"NM_012116_649"	2.21976907296031	-0.0637700903535768	16.5548221438886	1.06454829572712e-15	2.03570260651817e-13	25.9233118856636
"21598"	"BC040263"	"BC040263_1547"	1.42538760194957	-0.120270670622702	16.5253440841085	1.11254974194535e-15	2.10976516064236e-13	25.8792820783976
"21044"	"NM_152392"	"NM_152392_967"	-1.34412385363922	-0.103369685347233	-16.5131186603597	1.13310845149606e-15	2.13099305142516e-13	25.8610013074869
"5395"	"BC013072"	"BC013072_914"	-2.86640552374889	0.0935528106875072	-16.4827246545042	1.18593909008217e-15	2.19408373446421e-13	25.8155012175032
"14247"	"NM_014254"	"NM_014254_1227"	-1.49801220432979	-0.0709134136819998	-16.4386650213452	1.26708320014757e-15	2.32530204052888e-13	25.7494123321859
"12018"	"NM_007017"	"NM_007017_2024"	1.52697454438114	0.0118505924091014	16.3712370618987	1.40254125009486e-15	2.5532982949727e-13	25.6479693377517
"8745"	"NM_005134"	"NM_005134_3178"	1.46694318598936	-0.0107740146092795	16.3484038107573	1.45173307925009e-15	2.62187602789008e-13	25.6135344315623
"10144"	"NM_013444"	"NM_013444_1251"	-2.30949522097019	-0.0107200673939268	-16.3242688686483	1.50567104188762e-15	2.69787797080272e-13	25.5770905980801
"21285"	"NM_004891"	"NM_004891_301"	1.77113056568105	0.0397726562775172	16.2841361002202	1.59999211918303e-15	2.84448598938507e-13	25.5163854410084
"5681"	"XM_352302"	"XM_352302_377"	1.58689612029505	0.11243778955628	16.1850559062353	1.8599169465896e-15	3.25571307973791e-13	25.3659542185601
"7378"	"NM_016605"	"NM_016605_3816"	-2.45494873554658	-0.0653133707746755	-16.154849250838	1.94755601948032e-15	3.37347402808902e-13	25.319932348552
"18919"	"BC047080"	"BC047080_2319"	-1.31018813196845	-0.0851831959173393	-16.1517318538306	1.95684026941357e-15	3.37347402808902e-13	25.3151785185554
"21931"	NA	"_EMPTY_"	2.0486825113451	-0.0146959616576723	16.1459944898031	1.97404703876908e-15	3.37754995595709e-13	25.3064273187721
"7410"	"NM_172368"	"NM_172368_1503"	-2.4903068536163	-0.0915552176693013	-16.1349084876544	2.00773904502815e-15	3.39746865066314e-13	25.2895101711985
"15450"	"NM_014763"	"NM_014763_695"	-1.35434791999032	-0.0640917607024167	-16.1275343481747	2.03047871546048e-15	3.39746865066314e-13	25.2782516921987
"11524"	"NM_024719"	"NM_024719_481"	1.84288419549399	-0.0741132064220443	16.0817955500758	2.17759624019923e-15	3.60148439409923e-13	25.2083197384031
"12473"	"NM_018985"	"NM_018985_595"	-1.58979160576136	-0.0875837806665871	-16.0798596624917	2.18406067140839e-15	3.60148439409923e-13	25.2053560677379
"22304"	"XM_088864"	"XM_088864_699"	-1.72042155706242	-0.0152138632791806	-16.0626819671575	2.24229732142935e-15	3.66418149343638e-13	25.1790449695758
"2563"	"NM_032362"	"NM_032362_66"	1.39722702147642	-0.0542649736021219	16.0592028792694	2.25428638197e-15	3.66418149343638e-13	25.1737130709864
"9016"	"NM_025097"	"NM_025097_1051"	-3.49329572528593	-0.0727060025506207	-16.0381773165672	2.32816464518126e-15	3.75742657203863e-13	25.1414688549824
"10999"	"AK094292"	"AK094292_1717"	-1.70616782752974	-0.105891300316349	-15.984187232182	2.52955371011458e-15	4.05369888925123e-13	25.0585029388939
"6734"	"BC041400"	"BC041400_2472"	-1.71944318089436	-0.0424727299722151	-15.9151968628669	2.81338529317693e-15	4.47702068052686e-13	24.9521324267335
"4527"	"XM_353182"	"XM_353182_388"	-2.06300879992548	-0.0289218226206649	-15.8477468342786	3.1227782586281e-15	4.90082358988559e-13	24.8477509957342
"6238"	"NM_005356"	"NM_005356_1H08"	-2.00484146025011	-0.0629437067359107	-15.73649941248	3.7120933386495e-15	5.70759432529108e-13	24.6747522146474
"18176"	"XM_352633"	"XM_352633_1465"	2.00326515083758	0.0157545100121122	15.6576037778497	4.1987923700459e-15	6.36942178925307e-13	24.5514252108401
"20242"	"NM_016109"	"NM_016109_1254"	2.41919233862981	-0.0966215026862176	15.6534005945517	4.22650153883465e-15	6.36942178925307e-13	24.5448400034808
"11880"	NA	"A8_0D04"	-1.47148593503578	-0.0666186648367191	-15.6326605825436	4.36602039362895e-15	6.53287655492026e-13	24.5123240505583
"1663"	"NM_130778"	"NM_130778_4692"	-1.32443735449671	-0.0926826975664739	-15.5344043103583	5.09463706029931e-15	7.38430324485166e-13	24.3577759480511
"18917"	"NM_030629"	"NM_030629_2815"	-1.59333950341524	-0.0849016892269643	-15.4680889245518	5.65646340412298e-15	8.09550196378757e-13	24.2529959401946
"4271"	"NM_001490"	"NM_001490_1959"	1.32923892777456	-0.074594657453531	15.4198128977805	6.10543808745019e-15	8.57625611839608e-13	24.176477907902
"8547"	"XM_290502"	"XM_290502_1648"	1.85919695557228	0.00618942905767295	15.4012766128261	6.28746838165766e-15	8.77776874190194e-13	24.1470436124463
"7028"	"NM_004797"	"NM_004797_3673"	-1.71634236009169	-0.0391560963799712	-15.3299873967463	7.04143257106283e-15	9.77041704799426e-13	24.0335607216168
"4994"	"NM_033503"	"NM_033503_4315"	1.61967439466906	-0.105671261224149	15.2528005509046	7.96383441217013e-15	1.08676760148940e-12	23.9101848562618
"12045"	"NM_152443"	"NM_152443_1318"	-1.4909354080592	0.0177851671967918	-15.2480951414819	8.02395114240312e-15	1.08686328688408e-12	23.902646661046
"124"	"AL162012"	"AL162012_934"	1.49466378406491	0.0186212069740695	15.2150059732618	8.46015735439868e-15	1.13246671033351e-12	23.8495814114651
"13313"	"NM_032671"	"NM_032671_341"	-2.19321054589406	-0.0918173440926724	-15.2013888270536	8.6467151390186e-15	1.14753070901165e-12	23.827715269921
"21843"	"AF086119"	"AF086119_561"	-1.36844537500877	0.0926984111875486	-15.1994551740039	8.67354903981382e-15	1.14753070901165e-12	23.8246089104229
"3910"	"BC012027"	"BC012027_1258"	-1.62906266461761	-0.0968067403723048	-15.1507546632189	9.37851505867157e-15	1.23362710216838e-12	23.746262978985
"1929"	"AK095218"	"AK095218_2406"	-1.50863280865278	-0.0680115371049922	-15.1418317426687	9.51396375440888e-15	1.23714148111616e-12	23.7318854579911
"11989"	"NM_014413"	"NM_014413_2519"	-1.32109347895126	-0.0507330565052957	-15.1103861437189	1.00076261489816e-14	1.28663017314251e-12	23.6811602742063
"19194"	"NM_001519"	"NM_001519_2686"	-1.90545276754122	-0.116202368450655	-15.0747937678726	1.05984352660766e-14	1.35493254446539e-12	23.623638852883
"19356"	"NM_005320"	"NM_005320_177"	1.58353161752099	0.00918992512738748	15.062381487621	1.08128444625787e-14	1.37462060665051e-12	23.6035523754308
"12675"	"NM_001816"	"NM_001816_2097"	-1.53720622931158	-0.0919273963494695	-14.9982110126024	1.19949921933339e-14	1.4915740019208e-12	23.4994852940324
"20125"	"NM_000223"	"NM_000223_1378"	-1.32320116999185	-0.0170517549537927	-14.9576217103702	1.28109248140433e-14	1.58437720145852e-12	23.4334680730178
"7859"	"NM_181646"	"NM_181646_3907"	-1.58707270164382	-0.0146352168127045	-14.8905945904896	1.42860320363783e-14	1.74781153236465e-12	23.3241226253978
"9614"	"NM_002841"	"NM_002841_5532"	2.69833014030887	-0.107763054597981	14.8614244443284	1.49817557935126e-14	1.82312745902232e-12	23.2764075111252
"17742"	"S56528"	"S56528_223"	-1.3659112267707	-0.0300134694474752	-14.8220620086293	1.59764491559731e-14	1.91347408943854e-12	23.2118967588755
"4746"	"NM_001271"	"NM_001271_5251"	-1.56135555769496	-0.104402639771805	-14.8063551434655	1.63921748768474e-14	1.93274783159346e-12	23.1861151952349
"10836"	"XM_352012"	"XM_352012_179"	-1.40875846120844	-0.077253020583902	-14.7820757820685	1.70569022454951e-14	1.98034116070657e-12	23.1462178841732
"14340"	"NM_000359"	"NM_000359_1299"	2.69235558200778	0.0419415741523269	14.7641516138946	1.75654502410569e-14	2.02903241464716e-12	23.116728939561
"789"	NA	"ctr1_ACTB"	-1.89085410435295	-0.0899398219127337	-14.7376164563978	1.83472278927704e-14	2.09803777853207e-12	23.0730186595236
"22503"	"NM_002390"	"NM_002390_2558"	-2.24303260389999	-0.082362819408782	-14.6942997932382	1.97014928975086e-14	2.24163586187852e-12	23.0015248038033
"8496"	"NM_022099"	"NM_022099_680"	-1.90786355681544	-0.0143612657994206	-14.6467679754427	2.13068867478686e-14	2.40029462789355e-12	22.9228732822771
"5210"	"NM_006850"	"NM_006850_786"	1.72819891345147	-0.0587896365291243	14.6091455326179	2.26730357874432e-14	2.54161380482294e-12	22.8604695851703
"12165"	"NM_006388"	"NM_006388_790"	-1.35439394277966	-0.0257003688062672	-14.5999330670009	2.30211402977582e-14	2.56798563046953e-12	22.8451688606207
"12627"	"NM_016565"	"NM_016565_602"	-1.4706549641071	-0.075536450011497	-14.5785715478085	2.38497062832139e-14	2.64743373746739e-12	22.8096595309761
"3507"	NA	"ctr1_ACTB"	-1.71723846715284	0.0620165412419279	-14.5532463658669	2.48720411639212e-14	2.73424236099609e-12	22.7675059359592
"14778"	"NM_032120"	"NM_032120_978"	-1.4427185240993	-0.0351892098530132	-14.3789344172498	3.32546704040628e-14	3.48729621988412e-12	22.4757226261732
"18681"	"AB007896"	"AB007896_4397"	2.11154515111552	-0.000302525181464808	14.3271929749451	3.62680657483843e-14	3.78585368885428e-12	22.3885560209163
"11466"	"NM_182614"	"NM_182614_335"	-3.23632826241552	-0.0297180973399917	-14.2969756748087	3.81569588751009e-14	3.96483906923194e-12	22.3375316850404
"19724"	"BC054098"	"BC054098_1846"	-1.5653802538377	-0.0323797031725895	-14.2354607720876	4.23226178329602e-14	4.31880489420108e-12	22.2333876699162
"15234"	"NM_005762"	"NM_005762_2583"	1.4997932272184	0.137253345882389	14.1496828831193	4.89295760880659e-14	4.88929208723197e-12	22.0875565594729
"17725"	"AB011115"	"AB011115_6105"	-2.44412830067035	-0.0354762862144383	-14.0829439268596	5.48013573216051e-14	5.37525727245882e-12	21.9735990855371
"13965"	"NM_025003"	"NM_025003_3183"	1.86033696245627	-0.0458754496701538	14.0502366710734	5.79399853045248e-14	5.58678943046512e-12	21.9175922780932
"4881"	"NM_032411"	"NM_032411_608"	-1.45910208711096	0.0140738342656759	-14.037804530624	5.9181137647491e-14	5.68238805192533e-12	21.8962764110929
"7944"	"AA427740"	"AA427740_241"	2.95992671995653	-0.00184949720689168	13.9543343721697	6.82571527832785e-14	6.46486900112815e-12	21.7527668798901
"17399"	"NM_031231"	"NM_031231_239"	-1.46739998975268	-0.0184580008724671	-13.9391062436681	7.00621571329488e-14	6.56104710994808e-12	21.7265111819898
"4033"	"NM_153208"	"NM_153208_2279"	-2.7214244170152	-0.1438057637504	-13.9300692567809	7.11565410156905e-14	6.63622232521743e-12	21.7109191455636
"4964"	"NM_002474"	"NM_002474_6556"	1.40776437257035	0.0493475133248796	13.8438800686529	8.25243578436914e-14	7.60293233640098e-12	21.5618048309807
"16854"	"NM_006825"	"NM_006825_2804"	1.69278367611629	-0.127328850943525	13.8366658485006	8.3557162108788e-14	7.66704347156282e-12	21.5492901235418
"2606"	"NM_033377"	"NM_033377_48"	2.08211210511954	0.0251204127019237	13.7847734072497	9.13903990667208e-14	8.3187196846492e-12	21.4591176838662
"2654"	"NM_014354"	"NM_014354_1841"	-2.00534780224842	-0.132500774909445	-13.7609719342689	9.52330785959272e-14	8.63395990648972e-12	21.4176681641356
"1232"	"NM_003415"	"NM_003415_3647"	-1.48784989791135	-0.104411311525822	-13.7509160476966	9.69063128857711e-14	8.75079387312939e-12	21.4001390696995
