"LOGFC"	"PVAL"	"SONDE"	"REFSEQ"	"EG"	"SYMBOL"	"REFSEQ.1"
"NM_152614_245"	-3.0272781935944	0.000319736995753807	"NM_152614_245"	"NM_152614"	"165100"	"C2orf57"	"NM_152614"
"NM_183242_1183"	-2.28607213523644	0.0114674718990105	"NM_183242_1183"	"NM_183242"	"284697"	"BTBD8"	"NM_183242"
"NM_004891_301"	-3.16972698016203	3.30190598573475e-05	"NM_004891_301"	"NM_004891"	"9553"	"MRPL33"	"NM_004891"
"NM_003222_2680"	-4.92276293417876	0.000107354335746303	"NM_003222_2680"	"NM_003222"	"7022"	"TFAP2C"	"NM_003222"
"NM_006163_1604"	-2.51276856775769	1.70668739155335e-05	"NM_006163_1604"	"NM_006163"	"4778"	"NFE2"	"NM_006163"
"NM_003327_970"	-2.09924177812115	0.00130943963786389	"NM_003327_970"	"NM_003327"	"7293"	"TNFRSF4"	"NM_003327"
"NM_174952_734"	-2.19400259288214	3.36903303308609e-06	"NM_174952_734"	"NM_174952"	"285555"	"STPG2"	"NM_174952"
"NM_152601_3758"	-4.98168045996296	0.00591806674853633	"NM_152601_3758"	"NM_152601"	"163051"	"ZNF709"	"NM_152601"
"NM_015985_1385"	-2.305174418673	0.0106204544038752	"NM_015985_1385"	"NM_015985"	"51378"	"ANGPT4"	"NM_015985"
"NM_000734_793"	-3.5948571809675	0.00182182588132646	"NM_000734_793"	"NM_000734"	"919"	"CD247"	"NM_000734"
"NM_002507_3327"	-2.41406488029702	0.00038853004031171	"NM_002507_3327"	"NM_002507"	"4804"	"NGFR"	"NM_002507"
"NM_004069_697"	-2.00733994452612	0.000421433914463216	"NM_004069_697"	"NM_004069"	"1175"	"AP2S1"	"NM_004069"
