"LOGFC"	"PVAL"	"SONDE"	"REFSEQ"	"EG"	"SYMBOL"	"REFSEQ.1"
"NM_001734_2433"	2.27356342941506	4.19920422973257e-05	"NM_001734_2433"	"NM_001734"	"716"	"C1S"	"NM_001734"
"NM_001519_2686"	3.49700155559787	6.74246730867621e-05	"NM_001519_2686"	"NM_001519"	"2972"	"BRF1"	"NM_001519"
"NM_033413_601"	2.04271628342876	9.23497647469837e-05	"NM_033413_601"	"NM_033413"	"90506"	"LRRC46"	"NM_033413"
"NM_001663_1751"	2.49545940845218	3.8247626261058e-06	"NM_001663_1751"	"NM_001663"	"382"	"ARF6"	"NM_001663"
"NM_080385_2531"	4.04966831774298	9.69911387638872e-05	"NM_080385_2531"	"NM_080385"	"93979"	"CPA5"	"NM_080385"
"NM_022486_2500"	2.22683964326225	0.00284711906608446	"NM_022486_2500"	"NM_022486"	"64420"	"SUSD1"	"NM_022486"
"NM_006931_3776"	2.23757230431146	2.67184389089868e-06	"NM_006931_3776"	"NM_006931"	"6515"	"SLC2A3"	"NM_006931"
"NM_024031_2004"	2.56230870678502	0.000614005934983986	"NM_024031_2004"	"NM_024031"	"78994"	"PRR14"	"NM_024031"
"NM_003255_1026"	3.11245877198836	0.000705376236650386	"NM_003255_1026"	"NM_003255"	"7077"	"TIMP2"	"NM_003255"
"NM_014188_896"	2.47879347143468	0.00464841034402025	"NM_014188_896"	"NM_014188"	"29101"	"SSU72"	"NM_014188"
"NM_014904_5725"	2.45833950168215	0.000560990699407963	"NM_014904_5725"	"NM_014904"	"22841"	"RAB11FIP2"	"NM_014904"
"NM_001540_63"	2.10201486459431	0.00172523745984582	"NM_001540_63"	"NM_001540"	"3315"	"HSPB1"	"NM_001540"
"NM_144499_1950"	2.18770807528322	0.0077017683309434	"NM_144499_1950"	"NM_144499"	"2779"	"GNAT1"	"NM_144499"
"NM_001805_280"	2.110525380807	0.000441919451228835	"NM_001805_280"	"NM_001805"	"1053"	"CEBPE"	"NM_001805"
"NM_022495_1268"	3.09415246722288	0.00232928071048338	"NM_022495_1268"	"NM_022495"	"64430"	"PCNXL4"	"NM_022495"
"NM_000223_1378"	2.26947568279926	0.000391056848239409	"NM_000223_1378"	"NM_000223"	"3859"	"KRT12"	"NM_000223"
"NM_178276_1034"	2.56467150865901	0.00203137212670734	"NM_178276_1034"	"NM_178276"	"256987"	"SERINC5"	"NM_178276"
"NM_139175_1356"	3.36213378845392	0.000160847628382237	"NM_139175_1356"	"NM_139175"	"168433"	"RNF133"	"NM_139175"
"NM_017528_635"	2.17143663595955	0.000257218743176441	"NM_017528_635"	"NM_017528"	"114049"	"WBSCR22"	"NM_017528"
"NM_006593_527"	2.38740752608507	0.00119196894468331	"NM_006593_527"	"NM_006593"	"10716"	"TBR1"	"NM_006593"
"NM_173602_1749"	2.07432522588343	0.00031308032349146	"NM_173602_1749"	"NM_173602"	"57609"	"DIP2B"	"NM_173602"
"NM_138715_2486"	2.94874520741408	0.000769437650415118	"NM_138715_2486"	"NM_138715"	"4481"	"MSR1"	"NM_138715"
"NM_138394_1810"	2.42756621551293	0.00585766159501975	"NM_138394_1810"	"NM_138394"	"92906"	"HNRNPLL"	"NM_138394"
"NM_152392_967"	2.86255134459032	1.70668739155335e-05	"NM_152392_967"	"NM_152392"	"130872"	"AHSA2"	"NM_152392"
"NM_003162_2388"	5.3458785389202	6.70555556551358e-05	"NM_003162_2388"	"NM_003162"	"6801"	"STRN"	"NM_003162"
"NM_025128_2228"	2.85074142069203	0.000169836567630285	"NM_025128_2228"	"NM_025128"	"80198"	"MUS81"	"NM_025128"
"NM_015435_4162"	2.91994585837516	2.51957983559145e-06	"NM_015435_4162"	"NM_015435"	"25897"	"RNF19A"	"NM_015435"
"NM_017700_547"	2.63801348269336	0.00154683717184277	"NM_017700_547"	"NM_017700"	"54848"	"ARHGEF38"	"NM_017700"
"NM_017658_128"	2.59704871052238	0.000400137845132454	"NM_017658_128"	"NM_017658"	"54813"	"KLHL28"	"NM_017658"
"NM_173813_1763"	2.13903441991972	0.000106768106532504	"NM_173813_1763"	"NM_173813"	"283450"	"HECTD4"	"NM_173813"
"NM_022781_3686"	2.16056306016568	0.00914933448325446	"NM_022781_3686"	"NM_022781"	"152006"	"RNF38"	"NM_022781"
"NM_177550_722"	2.44966462238589	0.00194221926755709	"NM_177550_722"	"NM_177550"	"284111"	"SLC13A5"	"NM_177550"
"NM_002390_2558"	4.74133863724683	0.00116631506057464	"NM_002390_2558"	"NM_002390"	"4185"	"ADAM11"	"NM_002390"
